a_a_project,project_start_year,project_end_year,project_duration_year,mis_code_nsrf_2007_20,rtdi_sector,rtdi_subsector,scientific_field,type_of_beneficiary,type_of_research_organization,role_of_beneficiary,region,final_projects_budget_at_the_end_of_the_project,final_public_expenditure_at_the_end,pct_absorption_rate_per_budget,pct_absorption_rate_per_public_expenditure,indicator_1_new_jobs_ipa,indicator_3_new_jobs_womens_ipa,indicator_4_number_of_rdti_projects,indicator_5_num_coop_company_research_instit,indicator_6_num_of_research_job_ipa,indicator_9_num_of_jobs_ipa_smes,indicator_10_induced_investments,indicator_501_jobs_dur_the_operat_ipa,indicator_3103_num_company_res_lab_busin_collab,indicator_3104_num_new_business_rtd,indicator_3106_num_company_benef,indicator_3107_num_smes_com_benef,indicator_3110_num_of_smes_benef,indicator_3111_num_spin_off_spin_outs,indicator_3112_num_of_joint_project_other_countries,indicator_3115_num_of_patent,indicator_3121_num_of_lab_supp,indicator_3204_num_of_business_will_be_supported,indicator_6913_num_res_part,indicator_8004_stud_research_evaluat,indicator_8009_num_events,gdp_region_start_year,gdp_region_end_year,gdp_region_per_person_start_year,gdp_region_per_person_end_year,gross_value_added_region_start_year,gross_value_added_region_end_year,employment_region_start_year,employment_region_end_year,employment_r_d_number_region_start_year,employment_r_d_number_region_end_year,employment_r_d_ipa_region_start_year,employment_r_d_ipa_region_end_year,researchers_number_region_start_year,researchers_numbers_region_end_year,researchers_ipa_region_start_year,researchers_ipa_region_end_year,number_of_business_region_start_year,number_of_business_region_end_year,educational_institution_per_region,research_center_per_region,r_d_exp_region_start_year,r_d_exp_region_end_year,r_d_per_inhabitant_region_2015,r_d_exp_int_region_start_year,r_d_exp_int_region_end_year,intensity_r_d_exp_start_year,intensity_r_d_exp_end_year,percent_innov_busi_region_2010_2012,percent_company_innov_prod_region_2010_2012,exp_innov_act_region_2012,rate_busin_region_newproducts,rate_turnover_innovative_products_region_2012,rate_busin_region_collaborations_with_any_organiz,rate_busin_region_innovating_or_marketing_2012_2014,numb_sc_pub_per_million_rd_region_2011,numb_sc_pub_per_ipa_region_2011,impact_index_of_publications_by_region_2010_2014,numb_sc_pub_per_million_rd_region_2010_2014,numb_sc_pub_per_ipa_region_2015,numb_sc_pub_per_region_2010_2014,numb_report_sc_pub_region_2010_2014,numb_inter_collab_per_region_2010_2014,numb_sc_pub_per_region_2012_2016,numb_sc_pub_per_region_2012_2016_1,numb_sc_pub_per_region_2012_2016_2,numb_sc_pub_per_region_2014_2016,nuts_id,region_el,lat,lon
1764,2013,2016,3,464671,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Central Makedonia,155954.25,124763.4,0.9271953032104637,,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1765,2013,2016,3,464672,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Unique Beneficiary,Attica,155115.39,124092.31,0.8588892026578074,,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1766,2013,2016,3,464691,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Engineering Sciences,Business,0,Unique Beneficiary,Attica,69214.68000000001,52975.86,0.9859641025641027,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1767,2013,2016,3,464692,Information and Communication Technologies,Microelectronic devices and integrated circuits and systems,Engineering Sciences,Business,0,Unique Beneficiary,Attica,77815.58,62252.46,0.4967797497446374,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1768,2013,2016,3,464694,Social and Economic Development Dimension,Human and Social Capital,Social Sciences,Business,0,Unique Beneficiary,Attica,144432.12,115545.70000000001,0.8932103896103896,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1769,2013,2016,3,464695,Information and Communication Technologies,Microelectronic devices and integrated circuits and systems,Engineering Sciences,Business,0,Unique Beneficiary,Western Macedonia,47816.04,38252.83,0.9856944959802103,,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5049,4313,18032,15817,4476,3761,94672.0,97753.7,952,1390,473,760,614,701,308,418,25609,39589,2,1,17.8,20.04,77.6,0.0035254505842741138,0.004646417806631115,0.000196078431372549,0.0004938557848365407,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.8,1.8,3.97,31.3,1.5,627,2490,298,629,568,5442,5468,EL53,Δυτική Μακεδονία,40.3,21.79
1770,2013,2016,3,464699,High-Value Added Products and Production Technologies focusing on Traditional Industries,"High performance products (textiles, construction)",Engineering Sciences,Business,0,Unique Beneficiary,Attica,49758.04,39806.42,0.8616110822510823,,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,4313,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.2241873405981915,0.004513556803937045,0.10507535358219337,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1771,2013,2016,3,464719,Environment,"Sustainable development, management and valuation of ecosystems and natural capital in Greece",Social Sciences,Business,0,Unique Beneficiary,Central Makedonia,88862.11000000002,71089.69,0.9765067032967034,,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1772,2013,2016,3,464727,Environment,"Sustainable development, management and valuation of ecosystems and natural capital in Greece",Natural sciences,Business,0,Unique Beneficiary,Attica,94234.37999999999,75387.5,0.9487000906070673,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1773,2013,2016,3,464730,Environment,Environmental technologies,Natural sciences,Business,0,Unique Beneficiary,Attica,133455.3,106764.23000000001,0.9912009803921568,,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1774,2013,2016,3,464758,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Attica,106341.41,85073.13,0.8294961778471139,,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1775,2013,2016,3,464761,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Engineering Sciences,Business,0,Unique Beneficiary,Central Makedonia,88166.01,70532.81000000001,0.9996146258503401,,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1776,2013,2016,3,464768,Environment,Environmental technologies,Natural sciences,Business,0,Unique Beneficiary,Attica,45000.0,36000.0,1.0,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1777,2013,2016,3,464771,Energy,Electricity from renewable sources,Engineering Sciences,Business,0,Unique Beneficiary,Central Makedonia,93450.04999999999,74760.04000000001,0.9888894179894179,,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1778,2013,2016,3,464793,Health,"Public health, health system and policy support",Medical Sciences,Business,0,Unique Beneficiary,Attica,49875.71,39900.57000000001,0.9500135238095238,,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1779,2013,2016,3,464798,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Attica,80456.88,64365.5,0.9029952861952862,,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1780,2013,2016,3,464805,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Engineering Sciences,Business,0,Unique Beneficiary,Crete,53544.259999999995,42835.41,0.8465495652173912,,1.92,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8608,8606,13653,13611,7631,7506,257646.2,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,63361,129132,3,4,120.68,134.72,213.3,0.014019516728624537,0.015654194747850337,0.0006517193308550187,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
1781,2013,2016,3,464808,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Engineering Sciences,Business,0,Unique Beneficiary,Attica,94270.99,75416.79000000001,0.9068878306878307,,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1782,2013,2016,3,464810,Space and Security Technologies,Citizens' security,Engineering Sciences,Business,0,Unique Beneficiary,Attica,133852.45999999996,107081.97,0.9308237830319886,,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1783,2013,2016,3,464966,Information and Communication Technologies,"Environment, Energy, Transport and Geographical Areas",Engineering Sciences,Business,0,Unique Beneficiary,Attica,95481.64,76385.31,0.9394100747737111,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1784,2013,2016,3,464969,Cultural Heritage,Formulation of terms for the coherent creation of digital cultural heritage,Human Sciences,Business,0,Unique Beneficiary,Attica,137030.41999999998,109624.35,0.8511206211180123,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1785,2013,2016,3,464996,Environment,Environmental technologies,Natural sciences,Business,0,Unique Beneficiary,Central Makedonia,93461.0,74768.79000000001,0.9195297127115309,,7.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1786,2013,2016,3,465009,Environment,"Sustainable development, management and valuation of ecosystems and natural capital in Greece",Natural sciences,Business,0,Unique Beneficiary,Attica,143736.39,114989.11000000002,0.9313574159269099,,5.17,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1787,2013,2016,3,465068,Energy,Smart Energy Networks,Engineering Sciences,Business,0,Unique Beneficiary,Attica,116349.15,93079.32,0.9615632231404958,,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1788,2013,2016,3,465075,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Attica,96763.14,77410.51999999999,0.8499177865612648,,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1789,2013,2016,3,465257,Environment,Environmental technologies,Natural sciences,Business,0,Unique Beneficiary,Attica,96144.90999999999,76915.93000000001,0.9614490999999998,,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1790,2013,2016,3,465356,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Attica,110191.15,88152.92,0.8904335353535353,,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1791,2013,2016,3,465498,Environment,"Sustainable development, management and valuation of ecosystems and natural capital in Greece",Social Sciences,Business,0,Unique Beneficiary,Central Makedonia,90647.72,72518.18,0.9125915634752844,,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1792,2013,2016,3,465500,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Medical Sciences,Business,0,Unique Beneficiary,Central Makedonia,79171.85,63337.479999999996,0.6248764798737175,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1793,2013,2016,3,465504,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Central Makedonia,45944.32,36755.46000000001,0.7955726406926407,,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,23966,23801,14594,14639,26587,20760,684883.8,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,170112,240711,5,4,183.3,201.44,106.4,0.007648335141450389,0.008463509936557288,0.0012592839856463323,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
1794,2013,2016,3,465511,Information and Communication Technologies,"Information Systems Technologies, Knowledge Management and Communication with the Environment",Natural sciences,Business,0,Unique Beneficiary,Attica,74189.92,59351.94,0.5173634588563458,,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1795,2013,2016,3,465617,Information and Communication Technologies,Learning and Content Deployment,Natural sciences,Business,0,Unique Beneficiary,Attica,95365.61,76292.49,0.7279261888405465,,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1796,2013,2016,3,465619,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Medical Sciences,Business,0,Unique Beneficiary,Attica,33045.020000000004,26436.010000000002,0.8473082051282053,,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
1797,2013,2016,3,465675,High-Value Added Products and Production Technologies focusing on Traditional Industries,"High performance products (textiles, construction)",Engineering Sciences,Business,0,Unique Beneficiary,Attica,164246.82,131397.46,0.9396808741918874,,5.92,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,966.92,252.9,0.009520753052602256,0.011648656137434191,0.004513556803937045,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
